Engineer's Studio Result
*,Node,Name,ëOÊ‰-005
*,,LoadSet,Transration,Step,DX,DY,DZ,RX,RY,RZ,RelAccX,RelAccY,RelAccZ,AbsAccX,AbsAccY,AbsAccZ,VX,VY,VZ
*,,,,Max Value,-2.3161027E+000,1.8122611E+000,1.0896069E-019,---,-4.6710641E-019,-5.3821187E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.1856541E-021,1.3452465E-040,-4.4802516E-004
*,,,,Max Step,1,10,1,---,1,1,1,1,1,1,1,1
*,,,,Min Value,-1.7453072E+001,1.4562675E-001,1.0896069E-019,---,-4.6710641E-019,-6.6259724E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.1856541E-021,1.3452465E-040,-5.4894649E-003
*,,,,Min Step,10,1,1,---,1,10,1,1,1,1,1,10
*,,,j-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3317738E+000,1.3935833E-001,1.0896069E-019,---,-4.3441820E-019,-1.1073425E-002,-2.6469780E-020,5.1384251E-004,1.8367099E-037,-5.0618005E-021,-1.3452465E-040,2.8605666E-004
,,,,2,-4.6086154E+000,2.7871263E-001,1.5532353E-019,---,-1.2096131E-018,-2.1976404E-002,5.2939559E-020,1.0155389E-003,7.3468397E-037,-1.3925989E-020,-1.7936620E-040,5.7017132E-004
,,,,3,-6.6904945E+000,4.3435585E-001,2.3691776E-019,---,-2.4371630E-018,-3.3470303E-002,0.0000000E+000,1.4741275E-003,0.0000000E+000,-2.7972055E-020,-1.4349296E-039,8.7951815E-004
,,,,4,-8.7501659E+000,5.9092075E-001,3.3269747E-019,---,-4.3099369E-018,-4.5288023E-002,0.0000000E+000,1.9278059E-003,2.9387359E-036,-4.9368383E-020,-2.1523944E-039,1.1935934E-003
,,,,5,-1.0623114E+001,7.6113051E-001,4.9098329E-019,---,-7.1322573E-018,-5.7672765E-002,-2.1175824E-019,2.3401981E-003,2.9387359E-036,-8.1629067E-020,-4.3047889E-039,1.5296238E-003
,,,,6,-1.2459552E+001,9.2887002E-001,6.9132555E-019,---,-1.1418127E-017,-6.9706835E-002,0.0000000E+000,2.7445176E-003,0.0000000E+000,-1.3057343E-019,4.8787607E-038,1.8588603E-003
,,,,7,-1.4008689E+001,1.1131423E+000,1.0513270E-018,---,-1.8051969E-017,-8.2380638E-002,2.1175824E-019,3.0853125E-003,1.1754944E-035,-2.0638824E-019,1.2053409E-037,2.2141608E-003
,,,,8,-1.5408871E+001,1.3154286E+000,1.6271474E-018,---,-2.8659558E-017,-9.5875919E-002,-2.1175824E-019,3.3931722E-003,0.0000000E+000,-3.2761719E-019,1.8367099E-037,2.5992754E-003
,,,,9,-1.6690601E+001,1.5267000E+000,2.4982327E-018,---,-4.6161426E-017,-1.1248352E-001,0.0000000E+000,3.6748411E-003,0.0000000E+000,-5.2754766E-019,-4.1325973E-037,3.0299800E-003
,,,,10,-1.7609781E+001,1.7495769E+000,4.0911092E-018,---,-7.6236492E-017,-1.2832151E-001,0.0000000E+000,3.8763474E-003,4.7019774E-035,-8.7121566E-019,2.2958874E-037,3.4651287E-003
*,,,,Max Value,-2.3317738E+000,1.7495769E+000,1.0896069E-019,---,-4.3441820E-019,-1.1073425E-002,-2.6469780E-020,3.8763474E-003,1.8367099E-037,-5.0618005E-021,-1.3452465E-040,3.4651287E-003
*,,,,Max Step,1,10,1,---,1,1,1,10,1,1,1,10
*,,,,Min Value,-1.7609781E+001,1.3935833E-001,1.0896069E-019,---,-4.3441820E-019,-1.2832151E-001,-2.6469780E-020,5.1384251E-004,1.8367099E-037,-5.0618005E-021,-1.3452465E-040,2.8605666E-004
*,,,,Min Step,10,1,1,---,1,10,1,1,1,1,1,1
*,Element,Name,HçY1-034
*,,LoadSet,i-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3317692E+000,1.0708992E-001,1.1096575E-019,---,-4.5992312E-019,-1.1084047E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.1017240E-021,1.1490647E-040,-6.0444711E-006
,,,,2,-4.6086111E+000,2.1415333E-001,1.5731326E-019,---,-1.2383265E-018,-2.1997431E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.3897001E-020,-8.4077908E-040,-1.0179187E-005
,,,,3,-6.6904902E+000,3.3297035E-001,2.3885791E-019,---,-2.4749871E-018,-3.3504758E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,2.7861191E-020,1.7039789E-039,-7.7050037E-006
,,,,4,-8.7501631E+000,4.5250255E-001,3.3427767E-019,---,-4.3547283E-018,-4.5333259E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.9119380E-020,-1.7039789E-039,-8.0686622E-006
,,,,5,-1.0623113E+001,5.8189452E-001,4.9209688E-019,---,-7.1931924E-018,-5.7732869E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,8.1204256E-020,1.6860423E-038,-3.7165926E-006
,,,,6,-1.2459554E+001,7.0946139E-001,6.9134468E-019,---,-1.1493575E-017,-6.9776379E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.2985939E-019,1.3308972E-037,2.6087117E-006
,,,,7,-1.4008693E+001,8.4896743E-001,1.0506282E-018,---,-1.8166450E-017,-8.2467131E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,2.0530027E-019,1.2914367E-037,1.5147872E-005
,,,,8,-1.5408879E+001,1.0014976E+000,1.6256744E-018,---,-2.8838286E-017,-9.5980942E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,3.2595129E-019,1.0044507E-038,3.3135819E-005
,,,,9,-1.6690613E+001,1.1609669E+000,2.4994807E-018,---,-4.6425753E-017,-1.1260058E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.2487139E-019,3.5873241E-037,2.3707925E-005
,,,,10,-1.7609800E+001,1.3286104E+000,4.0920902E-018,---,-7.6677750E-017,-1.2845334E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,8.6692961E-019,8.8965637E-037,3.2288455E-005
*,,,,Max Value,-2.3317692E+000,1.3286104E+000,1.1096575E-019,---,-4.5992312E-019,-1.1084047E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.1017240E-021,1.1490647E-040,3.3135819E-005
*,,,,Max Step,1,10,1,---,1,1,1,1,1,1,1,8
*,,,,Min Value,-1.7609800E+001,1.0708992E-001,1.1096575E-019,---,-4.5992312E-019,-1.2845334E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.1017240E-021,1.1490647E-040,-1.0179187E-005
*,,,,Min Step,10,1,1,---,1,10,1,1,1,1,1,2
*,,,j-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3474402E+000,1.0082150E-001,1.1096575E-019,---,-4.2663339E-019,2.0102667E-002,-1.7246716E-019,5.1730649E-004,9.1835496E-036,-4.9755915E-021,-1.1490647E-040,-1.1211996E-004
,,,,2,-4.6399531E+000,2.0161650E-001,1.5731326E-019,---,-1.1911325E-018,4.0368043E-002,-3.4493432E-019,1.0224680E-003,2.5713939E-035,-1.3718187E-020,8.4077908E-040,-2.2611955E-004
,,,,3,-6.7375035E+000,3.1416512E-001,2.3885791E-019,---,-2.4033296E-018,6.3565567E-002,-6.1004570E-019,1.4845217E-003,4.8489142E-035,-2.7589684E-020,-1.7039789E-039,-3.6008814E-004
,,,,4,-8.8128471E+000,4.2742887E-001,3.3427767E-019,---,-4.2544451E-018,8.6656459E-002,-7.6927797E-019,1.9416655E-003,9.1100812E-035,-4.8739414E-020,1.7039789E-039,-4.9203180E-004
,,,,5,-1.0701468E+001,5.5055243E-001,4.9209688E-019,---,-7.0455630E-018,1.1213417E-001,-1.0343894E-018,2.3575228E-003,1.4399806E-034,-8.0644897E-020,-1.6860423E-038,-6.3989859E-004
,,,,6,-1.2553580E+001,6.7185092E-001,6.9134468E-019,---,-1.1286171E-017,1.3742048E-001,-1.2995007E-018,2.7653082E-003,2.4097634E-034,-1.2907355E-019,-1.3308972E-037,-7.8766413E-004
,,,,7,-1.4118390E+001,8.0508852E-001,1.0506282E-018,---,-1.7851262E-017,1.6564126E-001,-1.4852028E-018,3.1095685E-003,3.6440325E-034,-2.0410605E-019,-1.2914367E-037,-9.5521443E-004
,,,,8,-1.5534247E+001,9.5135033E-001,1.6256744E-018,---,-2.8350583E-017,1.9694625E-001,-1.9091329E-018,3.4208940E-003,5.6423729E-034,-3.2410341E-019,-1.0044507E-038,-1.1430179E-003
,,,,9,-1.6831654E+001,1.1045511E+000,2.4994807E-018,---,-4.5675908E-017,2.2722712E-001,-1.9624860E-018,3.7060288E-003,9.4039548E-034,-5.2203028E-019,-3.5873241E-037,-1.3112930E-003
,,,,10,-1.7766512E+001,1.2659262E+000,4.0920902E-018,---,-7.5450122E-017,2.6072714E-001,-2.4393556E-018,3.9110014E-003,1.5986723E-033,-8.6227823E-019,-8.8965637E-037,-1.5068681E-003
*,,,,Max Value,-2.3474402E+000,1.2659262E+000,1.1096575E-019,---,-4.2663339E-019,2.6072714E-001,-1.7246716E-019,3.9110014E-003,9.1835496E-036,-4.9755915E-021,-1.1490647E-040,-1.1211996E-004
*,,,,Max Step,1,10,1,---,1,10,1,10,1,1,1,1
*,,,,Min Value,-1.7766512E+001,1.0082150E-001,1.1096575E-019,---,-4.2663339E-019,2.0102667E-002,-1.7246716E-019,5.1730649E-004,9.1835496E-036,-4.9755915E-021,-1.1490647E-040,-1.5068681E-003
*,,,,Min Step,10,1,1,---,1,1,1,1,1,1,1,10
*,Element,Name,HçY1-035
*,,LoadSet,i-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3474469E+000,7.4559949E-002,1.0775370E-019,---,-4.5200168E-019,2.0092035E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.0153335E-021,-1.1210388E-040,3.1135178E-004
,,,,2,-4.6399603E+000,1.4907670E-001,1.5337419E-019,---,-1.2196973E-018,4.0346999E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.3689723E-020,-9.8651412E-040,6.2450647E-004
,,,,3,-6.7375135E+000,2.3157731E-001,2.3302329E-019,---,-2.4409391E-018,6.3531116E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,2.7480806E-020,-6.9952819E-039,9.8003136E-004
,,,,4,-8.8128595E+000,3.1461185E-001,3.2647379E-019,---,-4.2990388E-018,8.6611196E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.8495237E-020,7.1746481E-040,1.3349807E-003
,,,,5,-1.0701484E+001,4.0435761E-001,4.8038075E-019,---,-7.1062309E-018,1.1207406E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,8.0229098E-020,-2.1523944E-038,1.7246430E-003
,,,,6,-1.2553599E+001,4.9281925E-001,6.7503470E-019,---,-1.1361351E-017,1.3735093E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.2837497E-019,6.8876622E-038,2.1107314E-003
,,,,7,-1.4118417E+001,5.8940101E-001,1.0249869E-018,---,-1.7965309E-017,1.6555481E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,2.0304309E-019,-5.1657467E-038,2.5393208E-003
,,,,8,-1.5534283E+001,6.9485539E-001,1.5848544E-018,---,-2.8528626E-017,1.9684128E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,3.2247786E-019,-9.1835496E-038,3.0130348E-003
,,,,9,-1.6831696E+001,8.0547613E-001,2.4394886E-018,---,-4.5940470E-017,2.2710973E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.1942343E-019,2.7550649E-037,3.4810494E-003
,,,,10,-1.7766565E+001,9.2145139E-001,3.9902142E-018,---,-7.5890936E-017,2.6059514E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,8.5810184E-019,-5.0509523E-037,3.9917168E-003
*,,,,Max Value,-2.3474469E+000,9.2145139E-001,1.0775370E-019,---,-4.5200168E-019,2.6059514E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.0153335E-021,-1.1210388E-040,3.9917168E-003
*,,,,Max Step,1,10,1,---,1,10,1,1,1,1,1,10
*,,,,Min Value,-1.7766565E+001,7.4559949E-002,1.0775370E-019,---,-4.5200168E-019,2.0092035E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.0153335E-021,-1.1210388E-040,3.1135178E-004
*,,,,Min Step,10,1,1,---,1,1,1,1,1,1,1,1
*,,,j-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3631179E+000,6.8291530E-002,1.0775370E-019,---,-4.1967556E-019,4.1519757E-002,-1.3234890E-020,5.2077297E-004,1.8367099E-037,-4.8928518E-021,1.1210388E-040,-3.9254004E-004
,,,,2,-4.6713023E+000,1.3653986E-001,1.5337419E-019,---,-1.1736850E-018,8.3189487E-002,2.6469780E-020,1.0293996E-003,-7.3468397E-037,-1.3515387E-020,9.8651412E-040,-7.8683388E-004
,,,,3,-6.7845268E+000,2.1277207E-001,2.3302329E-019,---,-2.3710320E-018,1.3018352E-001,2.6469780E-020,1.4949189E-003,0.0000000E+000,-2.7215932E-020,6.9952819E-039,-1.2325730E-003
,,,,4,-8.8755436E+000,2.8953820E-001,3.2647379E-019,---,-4.2010965E-018,1.7723371E-001,1.0587912E-019,1.9555280E-003,0.0000000E+000,-4.8124141E-020,-7.1746481E-040,-1.6783434E-003
,,,,5,-1.0779840E+001,3.7301555E-001,4.8038075E-019,---,-6.9621162E-018,2.2868003E-001,-5.2939559E-020,2.3748514E-003,5.8774718E-036,-7.9683061E-020,2.1523944E-038,-2.1664555E-003
,,,,6,-1.2647626E+001,4.5520875E-001,6.7503470E-019,---,-1.1158841E-017,2.7955511E-001,1.0587912E-019,2.7861024E-003,5.8774718E-036,-1.2760768E-019,-6.8876622E-038,-2.6495341E-003
,,,,7,-1.4228114E+001,5.4552209E-001,1.0249869E-018,---,-1.7657813E-017,3.3579326E-001,2.1175824E-019,3.1338293E-003,1.1754944E-035,-2.0187800E-019,5.1657467E-038,-3.1843433E-003
,,,,8,-1.5659651E+001,6.4470810E-001,1.5848544E-018,---,-2.8053169E-017,3.9777580E-001,0.0000000E+000,3.4486218E-003,2.3509887E-035,-3.2067640E-019,9.1835496E-038,-3.7743625E-003
,,,,9,-1.6972734E+001,7.4906039E-001,2.4394886E-018,---,-4.5208623E-017,4.6029022E-001,1.0587912E-019,3.7372233E-003,2.3509887E-035,-5.1665053E-019,-2.7550649E-037,-4.3645550E-003
,,,,10,-1.7923275E+001,8.5876721E-001,3.9902142E-018,---,-7.4693873E-017,5.2762794E-001,1.0587912E-019,3.9456631E-003,4.7019774E-035,-8.5356628E-019,5.0509523E-037,-5.0034869E-003
*,,,,Max Value,-2.3631179E+000,8.5876721E-001,1.0775370E-019,---,-4.1967556E-019,5.2762794E-001,-1.3234890E-020,3.9456631E-003,1.8367099E-037,-4.8928518E-021,1.1210388E-040,-3.9254004E-004
*,,,,Max Step,1,10,1,---,1,10,1,10,1,1,1,1
*,,,,Min Value,-1.7923275E+001,6.8291530E-002,1.0775370E-019,---,-4.1967556E-019,4.1519757E-002,-1.3234890E-020,5.2077297E-004,1.8367099E-037,-4.8928518E-021,1.1210388E-040,-5.0034869E-003
*,,,,Min Step,10,1,1,---,1,1,1,1,1,1,1,10
*,Element,Name,HçY1-036
*,,LoadSet,i-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3631315E+000,4.7822807E-002,1.0095061E-019,---,-4.4357855E-019,4.1509669E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.9273226E-021,2.6904931E-040,5.2441032E-004
,,,,2,-4.6713166E+000,9.5590621E-002,1.4536928E-019,---,-1.2005786E-018,8.3169527E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.3481505E-020,-2.6008099E-039,1.0504652E-003
,,,,3,-6.7845459E+000,1.4830756E-001,2.2189099E-019,---,-2.4064051E-018,1.3015085E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,2.7100919E-020,1.4349296E-039,1.6426337E-003
,,,,4,-8.8755646E+000,2.0140472E-001,3.1231902E-019,---,-4.2430076E-018,1.7719077E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.7874435E-020,-4.3047889E-039,2.2359004E-003
,,,,5,-1.0779865E+001,2.5867650E-001,4.6004317E-019,---,-7.0190692E-018,2.2862300E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,7.9261468E-020,2.5828733E-038,2.8838392E-003
,,,,6,-1.2647655E+001,3.1510344E-001,6.4784377E-019,---,-1.1229282E-017,2.7948913E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.2690467E-019,6.8876622E-038,3.5243829E-003
,,,,7,-1.4228151E+001,3.7657535E-001,9.8278383E-019,---,-1.7764554E-017,3.3571121E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,2.0080913E-019,-5.7397185E-039,4.2315410E-003
,,,,8,-1.5659698E+001,4.4357470E-001,1.5179554E-018,---,-2.8219657E-017,3.9767617E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,3.1904193E-019,-3.4438311E-038,5.0102599E-003
,,,,9,-1.6972790E+001,5.1425451E-001,2.3387885E-018,---,-4.5456397E-017,4.6017849E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.1403555E-019,-2.0662987E-037,5.7992711E-003
,,,,10,-1.7923344E+001,5.8804512E-001,3.8200648E-018,---,-7.5105723E-017,5.2750242E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,8.4937000E-019,5.0509523E-037,6.6466237E-003
*,,,,Max Value,-2.3631315E+000,5.8804512E-001,1.0095061E-019,---,-4.4357855E-019,5.2750242E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.9273226E-021,2.6904931E-040,6.6466237E-003
*,,,,Max Step,1,10,1,---,1,10,1,1,1,1,1,10
*,,,,Min Value,-1.7923344E+001,4.7822807E-002,1.0095061E-019,---,-4.4357855E-019,4.1509669E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.9273226E-021,2.6904931E-040,5.2441032E-004
*,,,,Min Step,10,1,1,---,1,1,1,1,1,1,1,1
*,,,j-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3788028E+000,4.1554391E-002,1.0095061E-019,---,-4.1329337E-019,5.4916251E-002,2.6469780E-020,5.2424099E-004,0.0000000E+000,-4.8125741E-021,-2.6904931E-040,-5.7520697E-004
,,,,2,-4.7026587E+000,8.3053790E-002,1.4536928E-019,---,-1.1569678E-018,1.0996619E-001,5.2939559E-020,1.0363327E-003,1.4693679E-036,-1.3316267E-020,2.6008099E-039,-1.1519960E-003
,,,,3,-6.8315587E+000,1.2950231E-001,2.2189099E-019,---,-2.3398377E-018,1.7182232E-001,-5.2939559E-020,1.5053182E-003,2.9387359E-036,-2.6848698E-020,-1.4349296E-039,-1.8005243E-003
,,,,4,-8.9382486E+000,1.7633106E-001,3.1231902E-019,---,-4.1493121E-018,2.3385113E-001,0.0000000E+000,1.9693925E-003,2.9387359E-036,-4.7519428E-020,4.3047889E-039,-2.4505830E-003
,,,,5,-1.0858221E+001,2.2733442E-001,4.6004317E-019,---,-6.8810558E-018,3.0152464E-001,0.0000000E+000,2.3921823E-003,5.8774718E-036,-7.8738542E-020,-2.5828733E-038,-3.1600587E-003
,,,,6,-1.2741681E+001,2.7749294E-001,6.4784377E-019,---,-1.1034929E-017,3.6837861E-001,0.0000000E+000,2.8068989E-003,5.8774718E-036,-1.2616828E-019,-6.8876622E-038,-3.8611793E-003
,,,,7,-1.4337849E+001,3.3269644E-001,9.8278383E-019,---,-1.7469720E-017,4.4210199E-001,2.1175824E-019,3.1580926E-003,1.1754944E-035,-1.9969201E-019,5.7397185E-039,-4.6346486E-003
,,,,8,-1.5785068E+001,3.9342734E-001,1.5179554E-018,---,-2.7764271E-017,5.2322650E-001,2.1175824E-019,3.4763523E-003,2.3509887E-035,-3.1731648E-019,3.4438311E-038,-5.4859620E-003
,,,,9,-1.7113829E+001,4.5783877E-001,2.3387885E-018,---,-4.4754759E-017,6.0599250E-001,2.1175824E-019,3.7684204E-003,0.0000000E+000,-5.1137710E-019,2.0662987E-037,-6.3517505E-003
,,,,10,-1.8080053E+001,5.2536094E-001,3.8200648E-018,---,-7.3959707E-017,6.9451332E-001,-2.1175824E-019,3.9803285E-003,0.0000000E+000,-8.4502775E-019,-5.0509523E-037,-7.2794169E-003
*,,,,Max Value,-2.3788028E+000,5.2536094E-001,1.0095061E-019,---,-4.1329337E-019,6.9451332E-001,2.6469780E-020,3.9803285E-003,0.0000000E+000,-4.8125741E-021,-2.6904931E-040,-5.7520697E-004
*,,,,Max Step,1,10,1,---,1,10,1,10,1,1,1,1
*,,,,Min Value,-1.8080053E+001,4.1554391E-002,1.0095061E-019,---,-4.1329337E-019,5.4916251E-002,2.6469780E-020,5.2424099E-004,0.0000000E+000,-4.8125741E-021,-2.6904931E-040,-7.2794169E-003
*,,,,Min Step,10,1,1,---,1,1,1,1,1,1,1,10
*,Element,Name,HçY1-037
*,,LoadSet,i-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3788192E+000,2.6414204E-002,9.1894111E-020,---,-4.3484750E-019,5.4907091E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.8383727E-021,-1.5694543E-040,6.5236145E-004
,,,,2,-4.7026758E+000,5.2765623E-002,1.3482850E-019,---,-1.1811783E-018,1.0994806E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.3272967E-020,-1.7936620E-040,1.3061733E-003
,,,,3,-6.8315806E+000,8.1707686E-002,2.0748631E-019,---,-2.3716315E-018,1.7179264E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,2.6722029E-020,-1.7936620E-039,2.0402651E-003
,,,,4,-8.9382715E+000,1.1090406E-001,2.9428594E-019,---,-4.1868888E-018,2.3381211E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.7257041E-020,0.0000000E+000,2.7766339E-003
,,,,5,-1.0858251E+001,1.4230208E-001,4.3450086E-019,---,-6.9320022E-018,3.0147278E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,7.8300831E-020,-1.4349296E-038,3.5796279E-003
,,,,6,-1.2741712E+001,1.7319988E-001,6.1418248E-019,---,-1.1097659E-017,3.6831862E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.2544679E-019,1.7219156E-038,4.3727914E-003
,,,,7,-1.4337888E+001,2.0675206E-001,9.3078633E-019,---,-1.7564593E-017,4.4202736E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.9859530E-019,8.0356059E-038,5.2469809E-003
,,,,8,-1.5785116E+001,2.4322931E-001,1.4356750E-018,---,-2.7911982E-017,5.2313584E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,3.1563814E-019,-2.4106818E-037,6.2086069E-003
,,,,9,-1.7113886E+001,2.8218338E-001,2.2139437E-018,---,-4.4974386E-017,6.0589063E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,5.0869856E-019,2.2958874E-037,7.1917611E-003
,,,,10,-1.8080120E+001,3.2252634E-001,3.6095205E-018,---,-7.4323614E-017,6.9439888E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,8.4071918E-019,6.4284847E-037,8.2418928E-003
*,,,,Max Value,-2.3788192E+000,3.2252634E-001,9.1894111E-020,---,-4.3484750E-019,6.9439888E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.8383727E-021,-1.5694543E-040,8.2418928E-003
*,,,,Max Step,1,10,1,---,1,10,1,1,1,1,1,10
*,,,,Min Value,-1.8080120E+001,2.6414204E-002,9.1894111E-020,---,-4.3484750E-019,5.4907091E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.8383727E-021,-1.5694543E-040,6.5236145E-004
*,,,,Min Step,10,1,1,---,1,1,1,1,1,1,1,1
*,,,j-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3944902E+000,2.0145789E-002,9.1894111E-020,---,-4.0727928E-019,6.1891090E-002,-1.1650839E-018,5.2770963E-004,8.6325366E-036,-4.7339184E-021,1.5694543E-040,-6.7882337E-004
,,,,2,-4.7340178E+000,4.0228788E-002,1.3482850E-019,---,-1.1407297E-018,1.2389722E-001,-2.4360469E-018,1.0432665E-003,2.4244571E-035,-1.3119710E-020,1.7936620E-040,-1.3590258E-003
,,,,3,-6.8785939E+000,6.2902436E-002,2.0748631E-019,---,-2.3093857E-018,1.9348416E-001,-3.6011308E-018,1.5157181E-003,4.7019774E-035,-2.6486182E-020,1.7936620E-039,-2.1224530E-003
,,,,4,-9.0009556E+000,8.5830398E-002,2.9428594E-019,---,-4.0986030E-018,2.6332226E-001,-5.4014894E-018,1.9832578E-003,8.5223340E-035,-4.6922532E-020,0.0000000E+000,-2.8884460E-003
,,,,5,-1.0936605E+001,1.1096001E-001,4.3450086E-019,---,-6.8016522E-018,3.3946210E-001,-6.3548151E-018,2.4095139E-003,1.4105932E-034,-7.7806941E-020,1.4349296E-038,-3.7235670E-003
,,,,6,-1.2835738E+001,1.3558938E-001,6.1418248E-019,---,-1.0913404E-017,4.1463700E-001,-8.0492945E-018,2.8276957E-003,2.2334393E-034,-1.2474867E-019,-1.7219156E-038,-4.5482884E-003
,,,,7,-1.4447585E+001,1.6287315E-001,9.3078633E-019,---,-1.7285357E-017,4.9747115E-001,-9.7437740E-018,3.1823563E-003,3.5264831E-034,-1.9753730E-019,-8.0356059E-038,-5.4570537E-003
,,,,8,-1.5910485E+001,1.9308199E-001,1.4356750E-018,---,-2.7481278E-017,5.8858252E-001,-1.1226495E-017,3.5040832E-003,5.7599223E-034,-3.1400625E-019,2.4106818E-037,-6.4565802E-003
,,,,9,-1.7254925E+001,2.2576764E-001,2.2139437E-018,---,-4.4310203E-017,6.8208325E-001,-1.3556249E-017,3.7996178E-003,9.4039548E-034,-5.0618198E-019,-2.2958874E-037,-7.4804502E-003
,,,,10,-1.8236832E+001,2.5984219E-001,3.6095205E-018,---,-7.3240755E-017,7.8175414E-001,-1.5250729E-017,4.0149930E-003,1.5046328E-033,-8.3661630E-019,-6.4284847E-037,-8.5728771E-003
*,,,,Max Value,-2.3944902E+000,2.5984219E-001,9.1894111E-020,---,-4.0727928E-019,7.8175414E-001,-1.1650839E-018,4.0149930E-003,8.6325366E-036,-4.7339184E-021,1.5694543E-040,-6.7882337E-004
*,,,,Max Step,1,10,1,---,1,10,1,10,1,1,1,1
*,,,,Min Value,-1.8236832E+001,2.0145789E-002,9.1894111E-020,---,-4.0727928E-019,6.1891090E-002,-1.1650839E-018,5.2770963E-004,8.6325366E-036,-4.7339184E-021,1.5694543E-040,-8.5728771E-003
*,,,,Min Step,10,1,1,---,1,1,1,1,1,1,1,10
*,Element,Name,HçY1-038
*,,LoadSet,i-node,Step,N,SYP,SZP,T,MYP,MZP,DX,DY,DZ,SX,SY,SZ
,,,,1,-2.3945065E+000,9.7122984E-003,8.1656220E-020,---,-4.2596304E-019,6.1883088E-002,0.0000000E+000,0.0000000E+000,0.0000000E+000,4.7490219E-021,4.4841551E-041,7.1267152E-004
,,,,2,-4.7340341E+000,1.9357128E-002,1.2297595E-019,---,-1.1616602E-018,1.2388139E-001,0.0000000E+000,0.0000000E+000,0.0000000E+000,1.3064581E-020,1.7936620E-040,1.4265760E-003
